species,site,shrub_tree,in_out,cover,presence
Lithodora prostrata,Laguna_Picacho,tree,inside,0,0
Lithodora prostrata,Laguna_Picacho,shrub,outside,0,0
Lithodora prostrata,Laguna_Picacho,tree,outside,0,0
Lithodora prostrata,Las_Naranjas,shrub,inside,0,0
Lithodora prostrata,Las_Naranjas,tree,inside,0,0
Lithodora prostrata,Las_Naranjas,shrub,outside,0,0
Lithodora prostrata,Las_Naranjas,tree,outside,0,0
Lithodora prostrata,Laurel,shrub,inside,0,0
Lithodora prostrata,Laurel,tree,inside,0,0
Lithodora prostrata,Laurel,shrub,outside,0,0
Lithodora prostrata,Laurel,tree,outside,0,0
Lithodora prostrata,Mogea_Luenga2,shrub,inside,0,0
Lithodora prostrata,Mogea_Luenga2,tree,inside,0,0
Lithodora prostrata,Mogea_Luenga2,shrub,outside,0,0
Lithodora prostrata,Mogea_Luenga2,tree,outside,0,0
Lithodora prostrata,Palancar,shrub,inside,0,0
Lithodora prostrata,Palancar,tree,inside,0,0
Lithodora prostrata,Palancar,shrub,outside,0,0
Lithodora prostrata,Palancar,tree,outside,0,0
Lithodora prostrata,Puertollano,shrub,inside,0,0
Lithodora prostrata,Puertollano,tree,inside,0,0
Lithodora prostrata,Puertollano,shrub,outside,0,0
Lithodora prostrata,Puertollano,tree,outside,0,0
Lithodora prostrata,Teja1,shrub,inside,0,0
Lithodora prostrata,Teja1,tree,inside,0,0
Lithodora prostrata,Teja1,shrub,outside,0,0
Lithodora prostrata,Teja1,tree,outside,0,0
Myrtus communis,Aljibe,shrub,inside,0,0
Myrtus communis,Aljibe,tree,inside,0,0
Myrtus communis,Aljibe,shrub,outside,0,0
Myrtus communis,Aljibe,tree,outside,0,0
Myrtus communis,Barrancones,shrub,inside,0,0
Myrtus communis,Barrancones,tree,inside,0,0
Myrtus communis,Barrancones,shrub,outside,0,0
Myrtus communis,Barrancones,tree,outside,0,0
Myrtus communis,Beatas1,shrub,inside,0,0
Myrtus communis,Beatas1,tree,inside,0,0
Myrtus communis,Beatas1,shrub,outside,1.8000000000000016,1
Myrtus communis,Beatas1,tree,outside,0,0
Myrtus communis,Caheruelas4,shrub,inside,2.4499999999999997,1
Myrtus communis,Caheruelas4,tree,inside,0,0
Myrtus communis,Caheruelas4,shrub,outside,0,0
Myrtus communis,Caheruelas4,tree,outside,0,0
Myrtus communis,Caheruelas5,shrub,inside,0,0
Myrtus communis,Caheruelas5,tree,inside,0,0
Myrtus communis,Caheruelas5,shrub,outside,0,0
Myrtus communis,Caheruelas5,tree,outside,0,0
Myrtus communis,Cucarretes1,shrub,inside,0.5500000000000007,1
Myrtus communis,Cucarretes1,tree,inside,0,0
Myrtus communis,Cucarretes1,shrub,outside,0.6000000000000001,1
Myrtus communis,Cucarretes1,tree,outside,0,0
Myrtus communis,Cucarretes2,shrub,inside,0,0
Myrtus communis,Cucarretes2,tree,inside,0,0
Myrtus communis,Cucarretes2,shrub,outside,0,0
Myrtus communis,Cucarretes2,tree,outside,0,0
Myrtus communis,Cuevas_Hospital2,shrub,inside,0,0
Myrtus communis,Cuevas_Hospital2,tree,inside,0,0
Myrtus communis,Cuevas_Hospital2,shrub,outside,0,0
Myrtus communis,Cuevas_Hospital2,tree,outside,0,0
Myrtus communis,Faldas_Rubio1,shrub,inside,0.7,1
Myrtus communis,Faldas_Rubio1,tree,inside,0,0
Myrtus communis,Faldas_Rubio1,shrub,outside,0,0
Myrtus communis,Faldas_Rubio1,tree,outside,0,0
Myrtus communis,Faldas_Rubio2,shrub,inside,0,0
Myrtus communis,Faldas_Rubio2,tree,inside,0,0
Myrtus communis,Faldas_Rubio2,shrub,outside,0,0
Myrtus communis,Faldas_Rubio2,tree,outside,0,0
Myrtus communis,Garganta_Honda,shrub,inside,1.0999999999999996,1
Myrtus communis,Garganta_Honda,tree,inside,0,0
Myrtus communis,Garganta_Honda,shrub,outside,0.7999999999999989,1
Myrtus communis,Garganta_Honda,tree,outside,0,0
Myrtus communis,Gavilanes,shrub,inside,0,0
Myrtus communis,Gavilanes,tree,inside,0,0
Myrtus communis,Gavilanes,shrub,outside,0,0
Myrtus communis,Gavilanes,tree,outside,0,0
Myrtus communis,Hernan_Martin,shrub,inside,3.1,1
Myrtus communis,Hernan_Martin,tree,inside,0,0
Myrtus communis,Hernan_Martin,shrub,outside,0,0
Myrtus communis,Hernan_Martin,tree,outside,0,0
Myrtus communis,Laguna_Picacho,shrub,inside,0,0
Myrtus communis,Laguna_Picacho,tree,inside,0,0
Myrtus communis,Laguna_Picacho,shrub,outside,0,0
Myrtus communis,Laguna_Picacho,tree,outside,0,0
Myrtus communis,Las_Naranjas,shrub,inside,0,0
Myrtus communis,Las_Naranjas,tree,inside,0,0
Myrtus communis,Las_Naranjas,shrub,outside,0,0
Myrtus communis,Las_Naranjas,tree,outside,0,0
Myrtus communis,Laurel,shrub,inside,0,0
Myrtus communis,Laurel,tree,inside,0,0
Myrtus communis,Laurel,shrub,outside,0,0
Myrtus communis,Laurel,tree,outside,0,0
Myrtus communis,Mogea_Luenga2,shrub,inside,0,0
Myrtus communis,Mogea_Luenga2,tree,inside,0,0
Myrtus communis,Mogea_Luenga2,shrub,outside,0,0
Myrtus communis,Mogea_Luenga2,tree,outside,0,0
Myrtus communis,Palancar,shrub,inside,0,0
Myrtus communis,Palancar,tree,inside,0,0
Myrtus communis,Palancar,shrub,outside,0,0
Myrtus communis,Palancar,tree,outside,0,0
Myrtus communis,Puertollano,shrub,inside,0.5,1
Myrtus communis,Puertollano,tree,inside,0,0
Myrtus communis,Puertollano,shrub,outside,0,0
Myrtus communis,Puertollano,tree,outside,0,0
Myrtus communis,Teja1,shrub,inside,0,0
Myrtus communis,Teja1,tree,inside,0,0
Myrtus communis,Teja1,shrub,outside,0,0
Myrtus communis,Teja1,tree,outside,0,0
Olea europaea,Aljibe,shrub,inside,0,0
Olea europaea,Aljibe,tree,inside,0,0
Olea europaea,Aljibe,shrub,outside,0,0
Olea europaea,Aljibe,tree,outside,0,0
Olea europaea,Barrancones,shrub,inside,0,0
Olea europaea,Barrancones,tree,inside,0,0
Olea europaea,Barrancones,shrub,outside,0,0
Olea europaea,Barrancones,tree,outside,0,0
Olea europaea,Beatas1,shrub,inside,3.0999999999999996,1
Olea europaea,Beatas1,tree,inside,4.9,1
Olea europaea,Beatas1,shrub,outside,1.7499999999999996,1
Olea europaea,Beatas1,tree,outside,3.4,1
Olea europaea,Caheruelas4,shrub,inside,1.2000000000000006,1
Olea europaea,Caheruelas4,tree,inside,0,0
Olea europaea,Caheruelas4,shrub,outside,0.20000000000000107,1
Olea europaea,Caheruelas4,tree,outside,0,0
Olea europaea,Caheruelas5,shrub,inside,1.1000000000000032,1
Olea europaea,Caheruelas5,tree,inside,0,0
Olea europaea,Caheruelas5,shrub,outside,0.6999999999999993,1
Olea europaea,Caheruelas5,tree,outside,0,0
Olea europaea,Cucarretes1,shrub,inside,0,0
Olea europaea,Cucarretes1,tree,inside,0,0
Olea europaea,Cucarretes1,shrub,outside,0,0
Olea europaea,Cucarretes1,tree,outside,0,0
Olea europaea,Cucarretes2,shrub,inside,0,0
Olea europaea,Cucarretes2,tree,inside,0,0
Olea europaea,Cucarretes2,shrub,outside,0,0
Olea europaea,Cucarretes2,tree,outside,0,0
Olea europaea,Cuevas_Hospital2,shrub,inside,0.3000000000000007,1
Olea europaea,Cuevas_Hospital2,tree,inside,0,0
Olea europaea,Cuevas_Hospital2,shrub,outside,1.1000000000000014,1
Olea europaea,Cuevas_Hospital2,tree,outside,0,0
Olea europaea,Faldas_Rubio1,shrub,inside,0.3999999999999986,1
Olea europaea,Faldas_Rubio1,tree,inside,3.6999999999999993,1
Olea europaea,Faldas_Rubio1,shrub,outside,0,0
Olea europaea,Faldas_Rubio1,tree,outside,0,0
Olea europaea,Faldas_Rubio2,shrub,inside,0.6000000000000004,1
Olea europaea,Faldas_Rubio2,tree,inside,4.5,1
Olea europaea,Faldas_Rubio2,shrub,outside,1.7999999999999994,1
Olea europaea,Faldas_Rubio2,tree,outside,0,0
Olea europaea,Garganta_Honda,shrub,inside,0,0
Olea europaea,Garganta_Honda,tree,inside,0,0
Olea europaea,Garganta_Honda,shrub,outside,0,0
Olea europaea,Garganta_Honda,tree,outside,0,0
Olea europaea,Gavilanes,shrub,inside,0,0
Olea europaea,Gavilanes,tree,inside,0,0
Olea europaea,Gavilanes,shrub,outside,0,0
Olea europaea,Gavilanes,tree,outside,0,0
Olea europaea,Hernan_Martin,shrub,inside,0,0
Olea europaea,Hernan_Martin,tree,inside,0,0
Olea europaea,Hernan_Martin,shrub,outside,0.1999999999999993,1
Olea europaea,Hernan_Martin,tree,outside,0,0
Olea europaea,Laguna_Picacho,shrub,inside,1.7999999999999998,1
Olea europaea,Laguna_Picacho,tree,inside,6.199999999999999,1
Olea europaea,Laguna_Picacho,shrub,outside,0.10000000000000142,1
Olea europaea,Laguna_Picacho,tree,outside,3.5,1
Olea europaea,Las_Naranjas,shrub,inside,0,0
Olea europaea,Las_Naranjas,tree,inside,0,0
Olea europaea,Las_Naranjas,shrub,outside,0,0
Olea europaea,Las_Naranjas,tree,outside,0,0
Olea europaea,Laurel,shrub,inside,0,0
Olea europaea,Laurel,tree,inside,0,0
Olea europaea,Laurel,shrub,outside,0,0
Olea europaea,Laurel,tree,outside,0,0
Olea europaea,Mogea_Luenga2,shrub,inside,0,0
Olea europaea,Mogea_Luenga2,tree,inside,0,0
Olea europaea,Mogea_Luenga2,shrub,outside,0.6000000000000014,1
Olea europaea,Mogea_Luenga2,tree,outside,0,0
Olea europaea,Palancar,shrub,inside,0,0
Olea europaea,Palancar,tree,inside,0,0
Olea europaea,Palancar,shrub,outside,0,0
Olea europaea,Palancar,tree,outside,0,0
Olea europaea,Puertollano,shrub,inside,1.400000000000001,1
Olea europaea,Puertollano,tree,inside,0,0
Olea europaea,Puertollano,shrub,outside,0.8999999999999995,1
Olea europaea,Puertollano,tree,outside,0,0
Olea europaea,Teja1,shrub,inside,1.6,1
Olea europaea,Teja1,tree,inside,1.1,1
Olea europaea,Teja1,shrub,outside,0.4999999999999998,1
Olea europaea,Teja1,tree,outside,8.3,1
Phillyrea angustifolia,Aljibe,shrub,inside,0,0
Phillyrea angustifolia,Aljibe,tree,inside,0,0
Phillyrea angustifolia,Aljibe,shrub,outside,0,0
Phillyrea angustifolia,Aljibe,tree,outside,0,0
Phillyrea angustifolia,Barrancones,shrub,inside,0,0
Phillyrea angustifolia,Barrancones,tree,inside,0,0
Phillyrea angustifolia,Barrancones,shrub,outside,0,0
Phillyrea angustifolia,Barrancones,tree,outside,0,0
Phillyrea angustifolia,Beatas1,shrub,inside,0,0
Phillyrea angustifolia,Beatas1,tree,inside,0,0
Phillyrea angustifolia,Beatas1,shrub,outside,0,0
Phillyrea angustifolia,Beatas1,tree,outside,0,0
Phillyrea angustifolia,Caheruelas4,shrub,inside,0,0
Phillyrea angustifolia,Caheruelas4,tree,inside,0,0
Phillyrea angustifolia,Caheruelas4,shrub,outside,0,0
Phillyrea angustifolia,Caheruelas4,tree,outside,0,0
Phillyrea angustifolia,Caheruelas5,shrub,inside,0,0
Phillyrea angustifolia,Caheruelas5,tree,inside,0,0
Phillyrea angustifolia,Caheruelas5,shrub,outside,0,0
Phillyrea angustifolia,Caheruelas5,tree,outside,0,0
Phillyrea angustifolia,Cucarretes1,shrub,inside,0,0
Phillyrea angustifolia,Cucarretes1,tree,inside,0,0
Phillyrea angustifolia,Cucarretes1,shrub,outside,0,0
Phillyrea angustifolia,Cucarretes1,tree,outside,0,0
Phillyrea angustifolia,Cucarretes2,shrub,inside,0,0
Phillyrea angustifolia,Cucarretes2,tree,inside,0,0
Phillyrea angustifolia,Cucarretes2,shrub,outside,0,0
Phillyrea angustifolia,Cucarretes2,tree,outside,0,0
Phillyrea angustifolia,Cuevas_Hospital2,shrub,inside,0,0
Phillyrea angustifolia,Cuevas_Hospital2,tree,inside,0,0
Phillyrea angustifolia,Cuevas_Hospital2,shrub,outside,0,0
Phillyrea angustifolia,Cuevas_Hospital2,tree,outside,0,0
Phillyrea angustifolia,Faldas_Rubio1,shrub,inside,0,0
Phillyrea angustifolia,Faldas_Rubio1,tree,inside,0,0
Phillyrea angustifolia,Faldas_Rubio1,shrub,outside,0,0
Phillyrea angustifolia,Faldas_Rubio1,tree,outside,0,0
Phillyrea angustifolia,Faldas_Rubio2,shrub,inside,0,0
Phillyrea angustifolia,Faldas_Rubio2,tree,inside,0,0
Phillyrea angustifolia,Faldas_Rubio2,shrub,outside,0,0
Phillyrea angustifolia,Faldas_Rubio2,tree,outside,0,0
Phillyrea angustifolia,Garganta_Honda,shrub,inside,0,0
Phillyrea angustifolia,Garganta_Honda,tree,inside,0,0
Phillyrea angustifolia,Garganta_Honda,shrub,outside,0,0
Phillyrea angustifolia,Garganta_Honda,tree,outside,0,0
Phillyrea angustifolia,Gavilanes,shrub,inside,0,0
Phillyrea angustifolia,Gavilanes,tree,inside,0,0
Phillyrea angustifolia,Gavilanes,shrub,outside,0,0
Phillyrea angustifolia,Gavilanes,tree,outside,0,0
Phillyrea angustifolia,Hernan_Martin,shrub,inside,0,0
Phillyrea angustifolia,Hernan_Martin,tree,inside,0,0
Phillyrea angustifolia,Hernan_Martin,shrub,outside,0,0
Phillyrea angustifolia,Hernan_Martin,tree,outside,0,0
Phillyrea angustifolia,Laguna_Picacho,shrub,inside,0,0
Phillyrea angustifolia,Laguna_Picacho,tree,inside,0,0
Phillyrea angustifolia,Laguna_Picacho,shrub,outside,0,0
Phillyrea angustifolia,Laguna_Picacho,tree,outside,0,0
Phillyrea angustifolia,Las_Naranjas,shrub,inside,0,0
Phillyrea angustifolia,Las_Naranjas,tree,inside,0,0
Phillyrea angustifolia,Las_Naranjas,shrub,outside,0,0
Phillyrea angustifolia,Las_Naranjas,tree,outside,0,0
Phillyrea angustifolia,Laurel,shrub,inside,0.9000000000000021,1
Phillyrea angustifolia,Laurel,tree,inside,0,0
Phillyrea angustifolia,Laurel,shrub,outside,0.25,1
Phillyrea angustifolia,Laurel,tree,outside,0,0
Phillyrea angustifolia,Mogea_Luenga2,shrub,inside,0,0
Phillyrea angustifolia,Mogea_Luenga2,tree,inside,0,0
Phillyrea angustifolia,Mogea_Luenga2,shrub,outside,0,0
Phillyrea angustifolia,Mogea_Luenga2,tree,outside,0,0
Phillyrea angustifolia,Palancar,shrub,inside,0,0
Phillyrea angustifolia,Palancar,tree,inside,0,0
Phillyrea angustifolia,Palancar,shrub,outside,0,0
Phillyrea angustifolia,Palancar,tree,outside,0,0
Phillyrea angustifolia,Puertollano,shrub,inside,0,0
Phillyrea angustifolia,Puertollano,tree,inside,0,0
Phillyrea angustifolia,Puertollano,shrub,outside,0,0
Phillyrea angustifolia,Puertollano,tree,outside,0,0
Phillyrea angustifolia,Teja1,shrub,inside,0,0
Phillyrea angustifolia,Teja1,tree,inside,0,0
Phillyrea angustifolia,Teja1,shrub,outside,0,0
Phillyrea angustifolia,Teja1,tree,outside,0,0
Phillyrea latifolia,Aljibe,shrub,inside,0,0
Phillyrea latifolia,Aljibe,tree,inside,0,0
Phillyrea latifolia,Aljibe,shrub,outside,0,0
Phillyrea latifolia,Aljibe,tree,outside,0,0
Phillyrea latifolia,Barrancones,shrub,inside,0.1999999999999993,1
Phillyrea latifolia,Barrancones,tree,inside,11.599999999999998,1
Phillyrea latifolia,Barrancones,shrub,outside,0.09999999999999987,1
Phillyrea latifolia,Barrancones,tree,outside,0,0
Phillyrea latifolia,Beatas1,shrub,inside,0.20000000000000007,1
Phillyrea latifolia,Beatas1,tree,inside,0,0
Phillyrea latifolia,Beatas1,shrub,outside,0.4500000000000006,1
Phillyrea latifolia,Beatas1,tree,outside,0,0
Phillyrea latifolia,Caheruelas4,shrub,inside,0,0
Phillyrea latifolia,Caheruelas4,tree,inside,0,0
Phillyrea latifolia,Caheruelas4,shrub,outside,0,0
Phillyrea latifolia,Caheruelas4,tree,outside,0,0
Phillyrea latifolia,Caheruelas5,shrub,inside,0,0
Phillyrea latifolia,Caheruelas5,tree,inside,0,0
Phillyrea latifolia,Caheruelas5,shrub,outside,0,0
Phillyrea latifolia,Caheruelas5,tree,outside,0,0
Phillyrea latifolia,Cucarretes1,shrub,inside,1.5500000000000025,1
Phillyrea latifolia,Cucarretes1,tree,inside,0,0
Phillyrea latifolia,Cucarretes1,shrub,outside,1.8999999999999995,1
Phillyrea latifolia,Cucarretes1,tree,outside,0,0
Phillyrea latifolia,Cucarretes2,shrub,inside,0.2999999999999998,1
Phillyrea latifolia,Cucarretes2,tree,inside,0,0
Phillyrea latifolia,Cucarretes2,shrub,outside,0.5999999999999979,1
Phillyrea latifolia,Cucarretes2,tree,outside,0,0
Phillyrea latifolia,Cuevas_Hospital2,shrub,inside,0.3000000000000007,1
Phillyrea latifolia,Cuevas_Hospital2,tree,inside,0,0
Phillyrea latifolia,Cuevas_Hospital2,shrub,outside,0.49999999999999867,1
Phillyrea latifolia,Cuevas_Hospital2,tree,outside,0,0
Phillyrea latifolia,Faldas_Rubio1,shrub,inside,3.3999999999999986,1
Phillyrea latifolia,Faldas_Rubio1,tree,inside,0,0
Phillyrea latifolia,Faldas_Rubio1,shrub,outside,0,0
Phillyrea latifolia,Faldas_Rubio1,tree,outside,0,0
Phillyrea latifolia,Faldas_Rubio2,shrub,inside,0,0
Phillyrea latifolia,Faldas_Rubio2,tree,inside,0,0
Phillyrea latifolia,Faldas_Rubio2,shrub,outside,0.20000000000000018,1
Phillyrea latifolia,Faldas_Rubio2,tree,outside,0,0
Phillyrea latifolia,Garganta_Honda,shrub,inside,0,0
Phillyrea latifolia,Garganta_Honda,tree,inside,0,0
Phillyrea latifolia,Garganta_Honda,shrub,outside,0,0
Phillyrea latifolia,Garganta_Honda,tree,outside,0,0
Phillyrea latifolia,Gavilanes,shrub,inside,0.20000000000000107,1
Phillyrea latifolia,Gavilanes,tree,inside,0,0
Phillyrea latifolia,Gavilanes,shrub,outside,0,0
Phillyrea latifolia,Gavilanes,tree,outside,0,0
Phillyrea latifolia,Hernan_Martin,shrub,inside,5.6000000000000005,1
Phillyrea latifolia,Hernan_Martin,tree,inside,0,0
Phillyrea latifolia,Hernan_Martin,shrub,outside,0,0
Phillyrea latifolia,Hernan_Martin,tree,outside,0,0
Phillyrea latifolia,Laguna_Picacho,shrub,inside,0.7499999999999989,1
Phillyrea latifolia,Laguna_Picacho,tree,inside,0,0
Phillyrea latifolia,Laguna_Picacho,shrub,outside,1.0500000000000012,1
Phillyrea latifolia,Laguna_Picacho,tree,outside,0,0
Phillyrea latifolia,Las_Naranjas,shrub,inside,0,0
Phillyrea latifolia,Las_Naranjas,tree,inside,0,0
Phillyrea latifolia,Las_Naranjas,shrub,outside,0,0
Phillyrea latifolia,Las_Naranjas,tree,outside,0,0
Phillyrea latifolia,Laurel,shrub,inside,0,0
Phillyrea latifolia,Laurel,tree,inside,0,0
Phillyrea latifolia,Laurel,shrub,outside,0,0
Phillyrea latifolia,Laurel,tree,outside,0,0
Phillyrea latifolia,Mogea_Luenga2,shrub,inside,0.9000000000000001,1
Phillyrea latifolia,Mogea_Luenga2,tree,inside,0,0
Phillyrea latifolia,Mogea_Luenga2,shrub,outside,0.40000000000000036,1
Phillyrea latifolia,Mogea_Luenga2,tree,outside,0,0
Phillyrea latifolia,Palancar,shrub,inside,0,0
Phillyrea latifolia,Palancar,tree,inside,0,0
Phillyrea latifolia,Palancar,shrub,outside,0,0
Phillyrea latifolia,Palancar,tree,outside,0,0
Phillyrea latifolia,Puertollano,shrub,inside,0,0
Phillyrea latifolia,Puertollano,tree,inside,0,0
Phillyrea latifolia,Puertollano,shrub,outside,0,0
Phillyrea latifolia,Puertollano,tree,outside,0,0
Phillyrea latifolia,Teja1,shrub,inside,0,0
Phillyrea latifolia,Teja1,tree,inside,0,0
Phillyrea latifolia,Teja1,shrub,outside,0,0
Phillyrea latifolia,Teja1,tree,outside,0,0
Phlomys purpurea,Aljibe,shrub,inside,0,0
Phlomys purpurea,Aljibe,tree,inside,0,0
Phlomys purpurea,Aljibe,shrub,outside,0,0
Phlomys purpurea,Aljibe,tree,outside,0,0
Phlomys purpurea,Barrancones,shrub,inside,0,0
Phlomys purpurea,Barrancones,tree,inside,0,0
Phlomys purpurea,Barrancones,shrub,outside,0,0
Phlomys purpurea,Barrancones,tree,outside,0,0
Phlomys purpurea,Beatas1,shrub,inside,1.5,1
Phlomys purpurea,Beatas1,tree,inside,0,0
Phlomys purpurea,Beatas1,shrub,outside,0.3000000000000007,1
Phlomys purpurea,Beatas1,tree,outside,0,0
Phlomys purpurea,Caheruelas4,shrub,inside,0,0
Phlomys purpurea,Caheruelas4,tree,inside,0,0
Phlomys purpurea,Caheruelas4,shrub,outside,0,0
Phlomys purpurea,Caheruelas4,tree,outside,0,0
Phlomys purpurea,Caheruelas5,shrub,inside,4.399999999999997,1
Phlomys purpurea,Caheruelas5,tree,inside,0,0
Phlomys purpurea,Caheruelas5,shrub,outside,0,0
Phlomys purpurea,Caheruelas5,tree,outside,0,0
Phlomys purpurea,Cucarretes1,shrub,inside,0,0
Phlomys purpurea,Cucarretes1,tree,inside,0,0
Phlomys purpurea,Cucarretes1,shrub,outside,0,0
Phlomys purpurea,Cucarretes1,tree,outside,0,0
Phlomys purpurea,Cucarretes2,shrub,inside,0,0
Phlomys purpurea,Cucarretes2,tree,inside,0,0
Phlomys purpurea,Cucarretes2,shrub,outside,0,0
Phlomys purpurea,Cucarretes2,tree,outside,0,0
Phlomys purpurea,Cuevas_Hospital2,shrub,inside,0,0
Phlomys purpurea,Cuevas_Hospital2,tree,inside,0,0
Phlomys purpurea,Cuevas_Hospital2,shrub,outside,0,0
Phlomys purpurea,Cuevas_Hospital2,tree,outside,0,0
Phlomys purpurea,Faldas_Rubio1,shrub,inside,0,0
Phlomys purpurea,Faldas_Rubio1,tree,inside,0,0
Phlomys purpurea,Faldas_Rubio1,shrub,outside,0,0
Phlomys purpurea,Faldas_Rubio1,tree,outside,0,0
Phlomys purpurea,Faldas_Rubio2,shrub,inside,0,0
Phlomys purpurea,Faldas_Rubio2,tree,inside,0,0
Phlomys purpurea,Faldas_Rubio2,shrub,outside,0,0
Phlomys purpurea,Faldas_Rubio2,tree,outside,0,0
Phlomys purpurea,Garganta_Honda,shrub,inside,0,0
Phlomys purpurea,Garganta_Honda,tree,inside,0,0
Phlomys purpurea,Garganta_Honda,shrub,outside,0,0
Phlomys purpurea,Garganta_Honda,tree,outside,0,0
Phlomys purpurea,Gavilanes,shrub,inside,0,0
Phlomys purpurea,Gavilanes,tree,inside,0,0
Phlomys purpurea,Gavilanes,shrub,outside,0,0
Phlomys purpurea,Gavilanes,tree,outside,0,0
Phlomys purpurea,Hernan_Martin,shrub,inside,3.15,1
Phlomys purpurea,Hernan_Martin,tree,inside,0,0
Phlomys purpurea,Hernan_Martin,shrub,outside,0.24999999999999933,1
Phlomys purpurea,Hernan_Martin,tree,outside,0,0
Phlomys purpurea,Laguna_Picacho,shrub,inside,1.4000000000000004,1
Phlomys purpurea,Laguna_Picacho,tree,inside,0,0
Phlomys purpurea,Laguna_Picacho,shrub,outside,1.6500000000000004,1
Phlomys purpurea,Laguna_Picacho,tree,outside,0,0
Phlomys purpurea,Las_Naranjas,shrub,inside,11.799999999999997,1
Phlomys purpurea,Las_Naranjas,tree,inside,0,0
Phlomys purpurea,Las_Naranjas,shrub,outside,0,0
Phlomys purpurea,Las_Naranjas,tree,outside,0,0
Phlomys purpurea,Laurel,shrub,inside,0,0
Phlomys purpurea,Laurel,tree,inside,0,0
Phlomys purpurea,Laurel,shrub,outside,0,0
Phlomys purpurea,Laurel,tree,outside,0,0
Phlomys purpurea,Mogea_Luenga2,shrub,inside,0,0
Phlomys purpurea,Mogea_Luenga2,tree,inside,0,0
Phlomys purpurea,Mogea_Luenga2,shrub,outside,0,0
Phlomys purpurea,Mogea_Luenga2,tree,outside,0,0
Phlomys purpurea,Palancar,shrub,inside,5.799999999999997,1
Phlomys purpurea,Palancar,tree,inside,0,0
Phlomys purpurea,Palancar,shrub,outside,8.249999999999996,1
Phlomys purpurea,Palancar,tree,outside,0,0
Phlomys purpurea,Puertollano,shrub,inside,1.0000000000000022,1
Phlomys purpurea,Puertollano,tree,inside,0,0
Phlomys purpurea,Puertollano,shrub,outside,0.5,1
Phlomys purpurea,Puertollano,tree,outside,0,0
Phlomys purpurea,Teja1,shrub,inside,0,0
Phlomys purpurea,Teja1,tree,inside,0,0
Phlomys purpurea,Teja1,shrub,outside,0,0
Phlomys purpurea,Teja1,tree,outside,0,0
Pinus pinaster,Aljibe,shrub,inside,0,0
Pinus pinaster,Aljibe,tree,inside,0,0
Pinus pinaster,Aljibe,shrub,outside,0,0
Pinus pinaster,Aljibe,tree,outside,0,0
Pinus pinaster,Barrancones,shrub,inside,0.3000000000000007,1
Pinus pinaster,Barrancones,tree,inside,0,0
Pinus pinaster,Barrancones,shrub,outside,0.1999999999999993,1
Pinus pinaster,Barrancones,tree,outside,0,0
Pinus pinaster,Beatas1,shrub,inside,0,0
Pinus pinaster,Beatas1,tree,inside,0,0
Pinus pinaster,Beatas1,shrub,outside,0,0
Pinus pinaster,Beatas1,tree,outside,0,0
Pinus pinaster,Caheruelas4,shrub,inside,0,0
Pinus pinaster,Caheruelas4,tree,inside,0,0
Pinus pinaster,Caheruelas4,shrub,outside,0,0
Pinus pinaster,Caheruelas4,tree,outside,0,0
Pinus pinaster,Caheruelas5,shrub,inside,0,0
Pinus pinaster,Caheruelas5,tree,inside,0,0
Pinus pinaster,Caheruelas5,shrub,outside,0,0
Pinus pinaster,Caheruelas5,tree,outside,0,0
Pinus pinaster,Cucarretes1,shrub,inside,0,0
Pinus pinaster,Cucarretes1,tree,inside,0,0
Pinus pinaster,Cucarretes1,shrub,outside,0,0
Pinus pinaster,Cucarretes1,tree,outside,0,0
Pinus pinaster,Cucarretes2,shrub,inside,0,0
Pinus pinaster,Cucarretes2,tree,inside,0,0
Pinus pinaster,Cucarretes2,shrub,outside,0,0
Pinus pinaster,Cucarretes2,tree,outside,0,0
Pinus pinaster,Cuevas_Hospital2,shrub,inside,0,0
Pinus pinaster,Cuevas_Hospital2,tree,inside,0,0
Pinus pinaster,Cuevas_Hospital2,shrub,outside,0.30000000000000027,1
Pinus pinaster,Cuevas_Hospital2,tree,outside,0,0
Pinus pinaster,Faldas_Rubio1,shrub,inside,0,0
Pinus pinaster,Faldas_Rubio1,tree,inside,0,0
Pinus pinaster,Faldas_Rubio1,shrub,outside,0,0
Pinus pinaster,Faldas_Rubio1,tree,outside,0,0
Pinus pinaster,Faldas_Rubio2,shrub,inside,0,0
Pinus pinaster,Faldas_Rubio2,tree,inside,0,0
Pinus pinaster,Faldas_Rubio2,shrub,outside,0,0
Pinus pinaster,Faldas_Rubio2,tree,outside,0,0
Pinus pinaster,Garganta_Honda,shrub,inside,0,0
Pinus pinaster,Garganta_Honda,tree,inside,0,0
Pinus pinaster,Garganta_Honda,shrub,outside,0,0
Pinus pinaster,Garganta_Honda,tree,outside,0,0
Pinus pinaster,Gavilanes,shrub,inside,0,0
Pinus pinaster,Gavilanes,tree,inside,0,0
Pinus pinaster,Gavilanes,shrub,outside,0,0
Pinus pinaster,Gavilanes,tree,outside,0,0
Pinus pinaster,Hernan_Martin,shrub,inside,0,0
Pinus pinaster,Hernan_Martin,tree,inside,0,0
Pinus pinaster,Hernan_Martin,shrub,outside,0,0
Pinus pinaster,Hernan_Martin,tree,outside,0,0
Pinus pinaster,Laguna_Picacho,shrub,inside,0,0
Pinus pinaster,Laguna_Picacho,tree,inside,0,0
Pinus pinaster,Laguna_Picacho,shrub,outside,0,0
